[0,0,START]	[1,0,NORMAL]	[2,0,NORMAL]	[3,0,NORMAL]	[4,0,NORMAL]	[5,0,NORMAL]	[6,0,NORMAL]	[7,0,NORMAL]	[8,0,NORMAL]	[9,0,NORMAL]	[10,0,NORMAL]	[11,0,NORMAL]	[12,0,NORMAL]	[13,0,NORMAL]	[14,0,NORMAL]	[15,0,NORMAL]	[16,0,NORMAL]	[17,0,NORMAL]	[18,0,NORMAL]	[19,0,NORMAL]	[20,0,NORMAL]	[21,0,NORMAL]	[22,0,NORMAL]	[23,0,NORMAL]	[24,0,NORMAL]	[25,0,NORMAL]	[26,0,NORMAL]	[27,0,NORMAL]	[28,0,NORMAL]	[29,0,NORMAL]	[30,0,NORMAL]	[31,0,NORMAL]	[32,0,NORMAL]	[33,0,NORMAL]	[34,0,NORMAL]	[35,0,NORMAL]	[36,0,NORMAL]	[37,0,NORMAL]	[38,0,NORMAL]	[39,0,NORMAL]	[40,0,NORMAL]	[41,0,NORMAL]	[42,0,NORMAL]	[43,0,NORMAL]	[44,0,NORMAL]
[0,24,NORMAL]	[1,24,BLOCKED]	[2,24,NORMAL]	[3,24,BLOCKED]	[4,24,NORMAL]	[5,24,BLOCKED]	[6,24,NORMAL]	[7,24,BLOCKED]	[8,24,NORMAL]	[9,24,BLOCKED]	[10,24,NORMAL]	[11,24,BLOCKED]	[12,24,NORMAL]	[13,24,BLOCKED]	[14,24,NORMAL]	[15,24,BLOCKED]	[16,24,NORMAL]	[17,24,BLOCKED]	[18,24,NORMAL]	[19,24,BLOCKED]	[20,24,NORMAL]	[21,24,BLOCKED]	[22,24,NORMAL]	[23,24,BLOCKED]	[24,24,NORMAL]	[25,24,BLOCKED]	[26,24,NORMAL]	[27,24,BLOCKED]	[28,24,NORMAL]	[29,24,BLOCKED]	[30,24,NORMAL]	[31,24,BLOCKED]	[32,24,NORMAL]	[33,24,BLOCKED]	[34,24,NORMAL]	[35,24,BLOCKED]	[36,24,NORMAL]	[37,24,BLOCKED]	[38,24,NORMAL]	[39,24,BLOCKED]	[40,24,NORMAL]	[41,24,BLOCKED]	[42,24,NORMAL]	[43,24,BLOCKED]	[44,24,NORMAL]
[0,25,NORMAL]	[1,25,BLOCKED]	[2,25,NORMAL]	[3,25,BLOCKED]	[4,25,NORMAL]	[5,25,BLOCKED]	[6,25,NORMAL]	[7,25,BLOCKED]	[8,25,NORMAL]	[9,25,BLOCKED]	[10,25,NORMAL]	[11,25,BLOCKED]	[12,25,NORMAL]	[13,25,BLOCKED]	[14,25,NORMAL]	[15,25,BLOCKED]	[16,25,NORMAL]	[17,25,BLOCKED]	[18,25,NORMAL]	[19,25,BLOCKED]	[20,25,NORMAL]	[21,25,BLOCKED]	[22,25,NORMAL]	[23,25,BLOCKED]	[24,25,NORMAL]	[25,25,BLOCKED]	[26,25,NORMAL]	[27,25,BLOCKED]	[28,25,NORMAL]	[29,25,BLOCKED]	[30,25,NORMAL]	[31,25,BLOCKED]	[32,25,NORMAL]	[33,25,BLOCKED]	[34,25,NORMAL]	[35,25,BLOCKED]	[36,25,NORMAL]	[37,25,BLOCKED]	[38,25,NORMAL]	[39,25,BLOCKED]	[40,25,NORMAL]	[41,25,BLOCKED]	[42,25,NORMAL]	[43,25,BLOCKED]	[44,25,NORMAL]
[0,26,NORMAL]	[1,26,BLOCKED]	[2,26,NORMAL]	[3,26,BLOCKED]	[4,26,NORMAL]	[5,26,BLOCKED]	[6,26,NORMAL]	[7,26,BLOCKED]	[8,26,NORMAL]	[9,26,BLOCKED]	[10,26,NORMAL]	[11,26,BLOCKED]	[12,26,NORMAL]	[13,26,BLOCKED]	[14,26,NORMAL]	[15,26,BLOCKED]	[16,26,NORMAL]	[17,26,BLOCKED]	[18,26,NORMAL]	[19,26,BLOCKED]	[20,26,NORMAL]	[21,26,BLOCKED]	[22,26,NORMAL]	[23,26,BLOCKED]	[24,26,NORMAL]	[25,26,BLOCKED]	[26,26,NORMAL]	[27,26,BLOCKED]	[28,26,NORMAL]	[29,26,BLOCKED]	[30,26,NORMAL]	[31,26,BLOCKED]	[32,26,NORMAL]	[33,26,BLOCKED]	[34,26,NORMAL]	[35,26,BLOCKED]	[36,26,NORMAL]	[37,26,BLOCKED]	[38,26,NORMAL]	[39,26,BLOCKED]	[40,26,NORMAL]	[41,26,BLOCKED]	[42,26,NORMAL]	[43,26,BLOCKED]	[44,26,NORMAL]
[0,27,NORMAL]	[1,27,BLOCKED]	[2,27,NORMAL]	[3,27,BLOCKED]	[4,27,NORMAL]	[5,27,BLOCKED]	[6,27,NORMAL]	[7,27,BLOCKED]	[8,27,NORMAL]	[9,27,BLOCKED]	[10,27,NORMAL]	[11,27,BLOCKED]	[12,27,NORMAL]	[13,27,BLOCKED]	[14,27,NORMAL]	[15,27,BLOCKED]	[16,27,NORMAL]	[17,27,BLOCKED]	[18,27,NORMAL]	[19,27,BLOCKED]	[20,27,NORMAL]	[21,27,BLOCKED]	[22,27,NORMAL]	[23,27,BLOCKED]	[24,27,NORMAL]	[25,27,BLOCKED]	[26,27,NORMAL]	[27,27,BLOCKED]	[28,27,NORMAL]	[29,27,BLOCKED]	[30,27,NORMAL]	[31,27,BLOCKED]	[32,27,NORMAL]	[33,27,BLOCKED]	[34,27,NORMAL]	[35,27,BLOCKED]	[36,27,NORMAL]	[37,27,BLOCKED]	[38,27,NORMAL]	[39,27,BLOCKED]	[40,27,NORMAL]	[41,27,BLOCKED]	[42,27,NORMAL]	[43,27,BLOCKED]	[44,27,NORMAL]
[0,28,NORMAL]	[1,28,BLOCKED]	[2,28,NORMAL]	[3,28,BLOCKED]	[4,28,NORMAL]	[5,28,BLOCKED]	[6,28,NORMAL]	[7,28,BLOCKED]	[8,28,NORMAL]	[9,28,BLOCKED]	[10,28,NORMAL]	[11,28,BLOCKED]	[12,28,NORMAL]	[13,28,BLOCKED]	[14,28,NORMAL]	[15,28,BLOCKED]	[16,28,NORMAL]	[17,28,BLOCKED]	[18,28,NORMAL]	[19,28,BLOCKED]	[20,28,NORMAL]	[21,28,BLOCKED]	[22,28,NORMAL]	[23,28,BLOCKED]	[24,28,NORMAL]	[25,28,BLOCKED]	[26,28,NORMAL]	[27,28,BLOCKED]	[28,28,NORMAL]	[29,28,BLOCKED]	[30,28,NORMAL]	[31,28,BLOCKED]	[32,28,NORMAL]	[33,28,BLOCKED]	[34,28,NORMAL]	[35,28,BLOCKED]	[36,28,NORMAL]	[37,28,BLOCKED]	[38,28,NORMAL]	[39,28,BLOCKED]	[40,28,NORMAL]	[41,28,BLOCKED]	[42,28,NORMAL]	[43,28,BLOCKED]	[44,28,NORMAL]
[0,29,NORMAL]	[1,29,BLOCKED]	[2,29,NORMAL]	[3,29,BLOCKED]	[4,29,NORMAL]	[5,29,BLOCKED]	[6,29,NORMAL]	[7,29,BLOCKED]	[8,29,NORMAL]	[9,29,BLOCKED]	[10,29,NORMAL]	[11,29,BLOCKED]	[12,29,NORMAL]	[13,29,BLOCKED]	[14,29,NORMAL]	[15,29,BLOCKED]	[16,29,NORMAL]	[17,29,BLOCKED]	[18,29,NORMAL]	[19,29,BLOCKED]	[20,29,NORMAL]	[21,29,BLOCKED]	[22,29,NORMAL]	[23,29,BLOCKED]	[24,29,NORMAL]	[25,29,BLOCKED]	[26,29,NORMAL]	[27,29,BLOCKED]	[28,29,NORMAL]	[29,29,BLOCKED]	[30,29,NORMAL]	[31,29,BLOCKED]	[32,29,NORMAL]	[33,29,BLOCKED]	[34,29,NORMAL]	[35,29,BLOCKED]	[36,29,NORMAL]	[37,29,BLOCKED]	[38,29,NORMAL]	[39,29,BLOCKED]	[40,29,NORMAL]	[41,29,BLOCKED]	[42,29,NORMAL]	[43,29,BLOCKED]	[44,29,NORMAL]
[0,30,NORMAL]	[1,30,BLOCKED]	[2,30,NORMAL]	[3,30,BLOCKED]	[4,30,NORMAL]	[5,30,BLOCKED]	[6,30,NORMAL]	[7,30,BLOCKED]	[8,30,NORMAL]	[9,30,BLOCKED]	[10,30,NORMAL]	[11,30,BLOCKED]	[12,30,NORMAL]	[13,30,BLOCKED]	[14,30,NORMAL]	[15,30,BLOCKED]	[16,30,NORMAL]	[17,30,BLOCKED]	[18,30,NORMAL]	[19,30,BLOCKED]	[20,30,NORMAL]	[21,30,BLOCKED]	[22,30,NORMAL]	[23,30,BLOCKED]	[24,30,NORMAL]	[25,30,BLOCKED]	[26,30,NORMAL]	[27,30,BLOCKED]	[28,30,NORMAL]	[29,30,BLOCKED]	[30,30,NORMAL]	[31,30,BLOCKED]	[32,30,NORMAL]	[33,30,BLOCKED]	[34,30,NORMAL]	[35,30,BLOCKED]	[36,30,NORMAL]	[37,30,BLOCKED]	[38,30,NORMAL]	[39,30,BLOCKED]	[40,30,NORMAL]	[41,30,BLOCKED]	[42,30,NORMAL]	[43,30,BLOCKED]	[44,30,NORMAL]
[0,31,NORMAL]	[1,31,BLOCKED]	[2,31,NORMAL]	[3,31,BLOCKED]	[4,31,NORMAL]	[5,31,BLOCKED]	[6,31,NORMAL]	[7,31,BLOCKED]	[8,31,NORMAL]	[9,31,BLOCKED]	[10,31,NORMAL]	[11,31,BLOCKED]	[12,31,NORMAL]	[13,31,BLOCKED]	[14,31,NORMAL]	[15,31,BLOCKED]	[16,31,NORMAL]	[17,31,BLOCKED]	[18,31,NORMAL]	[19,31,BLOCKED]	[20,31,NORMAL]	[21,31,BLOCKED]	[22,31,NORMAL]	[23,31,BLOCKED]	[24,31,NORMAL]	[25,31,BLOCKED]	[26,31,NORMAL]	[27,31,BLOCKED]	[28,31,NORMAL]	[29,31,BLOCKED]	[30,31,NORMAL]	[31,31,BLOCKED]	[32,31,NORMAL]	[33,31,BLOCKED]	[34,31,NORMAL]	[35,31,BLOCKED]	[36,31,NORMAL]	[37,31,BLOCKED]	[38,31,NORMAL]	[39,31,BLOCKED]	[40,31,NORMAL]	[41,31,BLOCKED]	[42,31,NORMAL]	[43,31,BLOCKED]	[44,31,NORMAL]
[0,32,NORMAL]	[1,32,BLOCKED]	[2,32,NORMAL]	[3,32,BLOCKED]	[4,32,NORMAL]	[5,32,BLOCKED]	[6,32,NORMAL]	[7,32,BLOCKED]	[8,32,NORMAL]	[9,32,BLOCKED]	[10,32,NORMAL]	[11,32,BLOCKED]	[12,32,NORMAL]	[13,32,BLOCKED]	[14,32,NORMAL]	[15,32,BLOCKED]	[16,32,NORMAL]	[17,32,BLOCKED]	[18,32,NORMAL]	[19,32,BLOCKED]	[20,32,NORMAL]	[21,32,BLOCKED]	[22,32,NORMAL]	[23,32,BLOCKED]	[24,32,NORMAL]	[25,32,BLOCKED]	[26,32,NORMAL]	[27,32,BLOCKED]	[28,32,NORMAL]	[29,32,BLOCKED]	[30,32,NORMAL]	[31,32,BLOCKED]	[32,32,NORMAL]	[33,32,BLOCKED]	[34,32,NORMAL]	[35,32,BLOCKED]	[36,32,NORMAL]	[37,32,BLOCKED]	[38,32,NORMAL]	[39,32,BLOCKED]	[40,32,NORMAL]	[41,32,BLOCKED]	[42,32,NORMAL]	[43,32,BLOCKED]	[44,32,NORMAL]
[0,33,NORMAL]	[1,33,BLOCKED]	[2,33,NORMAL]	[3,33,BLOCKED]	[4,33,NORMAL]	[5,33,BLOCKED]	[6,33,NORMAL]	[7,33,BLOCKED]	[8,33,NORMAL]	[9,33,BLOCKED]	[10,33,NORMAL]	[11,33,BLOCKED]	[12,33,NORMAL]	[13,33,BLOCKED]	[14,33,NORMAL]	[15,33,BLOCKED]	[16,33,NORMAL]	[17,33,BLOCKED]	[18,33,NORMAL]	[19,33,BLOCKED]	[20,33,NORMAL]	[21,33,BLOCKED]	[22,33,NORMAL]	[23,33,BLOCKED]	[24,33,NORMAL]	[25,33,BLOCKED]	[26,33,NORMAL]	[27,33,BLOCKED]	[28,33,NORMAL]	[29,33,BLOCKED]	[30,33,NORMAL]	[31,33,BLOCKED]	[32,33,NORMAL]	[33,33,BLOCKED]	[34,33,NORMAL]	[35,33,BLOCKED]	[36,33,NORMAL]	[37,33,BLOCKED]	[38,33,NORMAL]	[39,33,BLOCKED]	[40,33,NORMAL]	[41,33,BLOCKED]	[42,33,NORMAL]	[43,33,BLOCKED]	[44,33,NORMAL]
[0,34,NORMAL]	[1,34,BLOCKED]	[2,34,NORMAL]	[3,34,BLOCKED]	[4,34,NORMAL]	[5,34,BLOCKED]	[6,34,NORMAL]	[7,34,BLOCKED]	[8,34,NORMAL]	[9,34,BLOCKED]	[10,34,NORMAL]	[11,34,BLOCKED]	[12,34,NORMAL]	[13,34,BLOCKED]	[14,34,NORMAL]	[15,34,BLOCKED]	[16,34,NORMAL]	[17,34,BLOCKED]	[18,34,NORMAL]	[19,34,BLOCKED]	[20,34,NORMAL]	[21,34,BLOCKED]	[22,34,NORMAL]	[23,34,BLOCKED]	[24,34,NORMAL]	[25,34,BLOCKED]	[26,34,NORMAL]	[27,34,BLOCKED]	[28,34,NORMAL]	[29,34,BLOCKED]	[30,34,NORMAL]	[31,34,BLOCKED]	[32,34,NORMAL]	[33,34,BLOCKED]	[34,34,NORMAL]	[35,34,BLOCKED]	[36,34,NORMAL]	[37,34,BLOCKED]	[38,34,NORMAL]	[39,34,BLOCKED]	[40,34,NORMAL]	[41,34,BLOCKED]	[42,34,NORMAL]	[43,34,BLOCKED]	[44,34,NORMAL]
[0,35,NORMAL]	[1,35,BLOCKED]	[2,35,NORMAL]	[3,35,BLOCKED]	[4,35,NORMAL]	[5,35,BLOCKED]	[6,35,NORMAL]	[7,35,BLOCKED]	[8,35,NORMAL]	[9,35,BLOCKED]	[10,35,NORMAL]	[11,35,BLOCKED]	[12,35,NORMAL]	[13,35,BLOCKED]	[14,35,NORMAL]	[15,35,BLOCKED]	[16,35,NORMAL]	[17,35,BLOCKED]	[18,35,NORMAL]	[19,35,BLOCKED]	[20,35,NORMAL]	[21,35,BLOCKED]	[22,35,NORMAL]	[23,35,BLOCKED]	[24,35,NORMAL]	[25,35,BLOCKED]	[26,35,NORMAL]	[27,35,BLOCKED]	[28,35,NORMAL]	[29,35,BLOCKED]	[30,35,NORMAL]	[31,35,BLOCKED]	[32,35,NORMAL]	[33,35,BLOCKED]	[34,35,NORMAL]	[35,35,BLOCKED]	[36,35,NORMAL]	[37,35,BLOCKED]	[38,35,NORMAL]	[39,35,BLOCKED]	[40,35,NORMAL]	[41,35,BLOCKED]	[42,35,NORMAL]	[43,35,BLOCKED]	[44,35,NORMAL]
[0,36,NORMAL]	[1,36,BLOCKED]	[2,36,NORMAL]	[3,36,BLOCKED]	[4,36,NORMAL]	[5,36,BLOCKED]	[6,36,NORMAL]	[7,36,BLOCKED]	[8,36,NORMAL]	[9,36,BLOCKED]	[10,36,NORMAL]	[11,36,BLOCKED]	[12,36,NORMAL]	[13,36,BLOCKED]	[14,36,NORMAL]	[15,36,BLOCKED]	[16,36,NORMAL]	[17,36,BLOCKED]	[18,36,NORMAL]	[19,36,BLOCKED]	[20,36,NORMAL]	[21,36,BLOCKED]	[22,36,NORMAL]	[23,36,BLOCKED]	[24,36,NORMAL]	[25,36,BLOCKED]	[26,36,NORMAL]	[27,36,BLOCKED]	[28,36,NORMAL]	[29,36,BLOCKED]	[30,36,NORMAL]	[31,36,BLOCKED]	[32,36,NORMAL]	[33,36,BLOCKED]	[34,36,NORMAL]	[35,36,BLOCKED]	[36,36,NORMAL]	[37,36,BLOCKED]	[38,36,NORMAL]	[39,36,BLOCKED]	[40,36,NORMAL]	[41,36,BLOCKED]	[42,36,NORMAL]	[43,36,BLOCKED]	[44,36,NORMAL]
[0,37,NORMAL]	[1,37,BLOCKED]	[2,37,NORMAL]	[3,37,BLOCKED]	[4,37,NORMAL]	[5,37,BLOCKED]	[6,37,NORMAL]	[7,37,BLOCKED]	[8,37,NORMAL]	[9,37,BLOCKED]	[10,37,NORMAL]	[11,37,BLOCKED]	[12,37,NORMAL]	[13,37,BLOCKED]	[14,37,NORMAL]	[15,37,BLOCKED]	[16,37,NORMAL]	[17,37,BLOCKED]	[18,37,NORMAL]	[19,37,BLOCKED]	[20,37,NORMAL]	[21,37,BLOCKED]	[22,37,NORMAL]	[23,37,BLOCKED]	[24,37,NORMAL]	[25,37,BLOCKED]	[26,37,NORMAL]	[27,37,BLOCKED]	[28,37,NORMAL]	[29,37,BLOCKED]	[30,37,NORMAL]	[31,37,BLOCKED]	[32,37,NORMAL]	[33,37,BLOCKED]	[34,37,NORMAL]	[35,37,BLOCKED]	[36,37,NORMAL]	[37,37,BLOCKED]	[38,37,NORMAL]	[39,37,BLOCKED]	[40,37,NORMAL]	[41,37,BLOCKED]	[42,37,NORMAL]	[43,37,BLOCKED]	[44,37,NORMAL]
[0,38,NORMAL]	[1,38,BLOCKED]	[2,38,NORMAL]	[3,38,BLOCKED]	[4,38,NORMAL]	[5,38,BLOCKED]	[6,38,NORMAL]	[7,38,BLOCKED]	[8,38,NORMAL]	[9,38,BLOCKED]	[10,38,NORMAL]	[11,38,BLOCKED]	[12,38,NORMAL]	[13,38,BLOCKED]	[14,38,NORMAL]	[15,38,BLOCKED]	[16,38,NORMAL]	[17,38,BLOCKED]	[18,38,NORMAL]	[19,38,BLOCKED]	[20,38,NORMAL]	[21,38,BLOCKED]	[22,38,NORMAL]	[23,38,BLOCKED]	[24,38,NORMAL]	[25,38,BLOCKED]	[26,38,NORMAL]	[27,38,BLOCKED]	[28,38,NORMAL]	[29,38,BLOCKED]	[30,38,NORMAL]	[31,38,BLOCKED]	[32,38,NORMAL]	[33,38,BLOCKED]	[34,38,NORMAL]	[35,38,BLOCKED]	[36,38,NORMAL]	[37,38,BLOCKED]	[38,38,NORMAL]	[39,38,BLOCKED]	[40,38,NORMAL]	[41,38,BLOCKED]	[42,38,NORMAL]	[43,38,BLOCKED]	[44,38,NORMAL]
[0,39,NORMAL]	[1,39,BLOCKED]	[2,39,NORMAL]	[3,39,BLOCKED]	[4,39,NORMAL]	[5,39,BLOCKED]	[6,39,NORMAL]	[7,39,BLOCKED]	[8,39,NORMAL]	[9,39,BLOCKED]	[10,39,NORMAL]	[11,39,BLOCKED]	[12,39,NORMAL]	[13,39,BLOCKED]	[14,39,NORMAL]	[15,39,BLOCKED]	[16,39,NORMAL]	[17,39,BLOCKED]	[18,39,NORMAL]	[19,39,BLOCKED]	[20,39,NORMAL]	[21,39,BLOCKED]	[22,39,NORMAL]	[23,39,BLOCKED]	[24,39,NORMAL]	[25,39,BLOCKED]	[26,39,NORMAL]	[27,39,BLOCKED]	[28,39,NORMAL]	[29,39,BLOCKED]	[30,39,NORMAL]	[31,39,BLOCKED]	[32,39,NORMAL]	[33,39,BLOCKED]	[34,39,NORMAL]	[35,39,BLOCKED]	[36,39,NORMAL]	[37,39,BLOCKED]	[38,39,NORMAL]	[39,39,BLOCKED]	[40,39,NORMAL]	[41,39,BLOCKED]	[42,39,NORMAL]	[43,39,BLOCKED]	[44,39,NORMAL]
[0,40,NORMAL]	[1,40,BLOCKED]	[2,40,NORMAL]	[3,40,BLOCKED]	[4,40,NORMAL]	[5,40,BLOCKED]	[6,40,NORMAL]	[7,40,BLOCKED]	[8,40,NORMAL]	[9,40,BLOCKED]	[10,40,NORMAL]	[11,40,BLOCKED]	[12,40,NORMAL]	[13,40,BLOCKED]	[14,40,NORMAL]	[15,40,BLOCKED]	[16,40,NORMAL]	[17,40,BLOCKED]	[18,40,NORMAL]	[19,40,BLOCKED]	[20,40,NORMAL]	[21,40,BLOCKED]	[22,40,NORMAL]	[23,40,BLOCKED]	[24,40,NORMAL]	[25,40,BLOCKED]	[26,40,NORMAL]	[27,40,BLOCKED]	[28,40,NORMAL]	[29,40,BLOCKED]	[30,40,NORMAL]	[31,40,BLOCKED]	[32,40,NORMAL]	[33,40,BLOCKED]	[34,40,NORMAL]	[35,40,BLOCKED]	[36,40,NORMAL]	[37,40,BLOCKED]	[38,40,NORMAL]	[39,40,BLOCKED]	[40,40,NORMAL]	[41,40,BLOCKED]	[42,40,NORMAL]	[43,40,BLOCKED]	[44,40,NORMAL]
[0,41,NORMAL]	[1,41,BLOCKED]	[2,41,NORMAL]	[3,41,BLOCKED]	[4,41,NORMAL]	[5,41,BLOCKED]	[6,41,NORMAL]	[7,41,BLOCKED]	[8,41,NORMAL]	[9,41,BLOCKED]	[10,41,NORMAL]	[11,41,BLOCKED]	[12,41,NORMAL]	[13,41,BLOCKED]	[14,41,NORMAL]	[15,41,BLOCKED]	[16,41,NORMAL]	[17,41,BLOCKED]	[18,41,NORMAL]	[19,41,BLOCKED]	[20,41,NORMAL]	[21,41,BLOCKED]	[22,41,NORMAL]	[23,41,BLOCKED]	[24,41,NORMAL]	[25,41,BLOCKED]	[26,41,NORMAL]	[27,41,BLOCKED]	[28,41,NORMAL]	[29,41,BLOCKED]	[30,41,NORMAL]	[31,41,BLOCKED]	[32,41,NORMAL]	[33,41,BLOCKED]	[34,41,NORMAL]	[35,41,BLOCKED]	[36,41,NORMAL]	[37,41,BLOCKED]	[38,41,NORMAL]	[39,41,BLOCKED]	[40,41,NORMAL]	[41,41,BLOCKED]	[42,41,NORMAL]	[43,41,BLOCKED]	[44,41,NORMAL]
[0,42,NORMAL]	[1,42,BLOCKED]	[2,42,NORMAL]	[3,42,BLOCKED]	[4,42,NORMAL]	[5,42,BLOCKED]	[6,42,NORMAL]	[7,42,BLOCKED]	[8,42,NORMAL]	[9,42,BLOCKED]	[10,42,NORMAL]	[11,42,BLOCKED]	[12,42,NORMAL]	[13,42,BLOCKED]	[14,42,NORMAL]	[15,42,BLOCKED]	[16,42,NORMAL]	[17,42,BLOCKED]	[18,42,NORMAL]	[19,42,BLOCKED]	[20,42,NORMAL]	[21,42,BLOCKED]	[22,42,NORMAL]	[23,42,BLOCKED]	[24,42,NORMAL]	[25,42,BLOCKED]	[26,42,NORMAL]	[27,42,BLOCKED]	[28,42,NORMAL]	[29,42,BLOCKED]	[30,42,NORMAL]	[31,42,BLOCKED]	[32,42,NORMAL]	[33,42,BLOCKED]	[34,42,NORMAL]	[35,42,BLOCKED]	[36,42,NORMAL]	[37,42,BLOCKED]	[38,42,NORMAL]	[39,42,BLOCKED]	[40,42,NORMAL]	[41,42,BLOCKED]	[42,42,NORMAL]	[43,42,BLOCKED]	[44,42,NORMAL]
[0,43,NORMAL]	[1,43,BLOCKED]	[2,43,BLOCKED]	[3,43,BLOCKED]	[4,43,BLOCKED]	[5,43,BLOCKED]	[6,43,BLOCKED]	[7,43,BLOCKED]	[8,43,BLOCKED]	[9,43,BLOCKED]	[10,43,BLOCKED]	[11,43,BLOCKED]	[12,43,BLOCKED]	[13,43,BLOCKED]	[14,43,BLOCKED]	[15,43,BLOCKED]	[16,43,BLOCKED]	[17,43,BLOCKED]	[18,43,BLOCKED]	[19,43,BLOCKED]	[20,43,BLOCKED]	[21,43,BLOCKED]	[22,43,BLOCKED]	[23,43,BLOCKED]	[24,43,BLOCKED]	[25,43,BLOCKED]	[26,43,BLOCKED]	[27,43,BLOCKED]	[28,43,BLOCKED]	[29,43,BLOCKED]	[30,43,BLOCKED]	[31,43,BLOCKED]	[32,43,BLOCKED]	[33,43,BLOCKED]	[34,43,BLOCKED]	[35,43,BLOCKED]	[36,43,BLOCKED]	[37,43,BLOCKED]	[38,43,BLOCKED]	[39,43,BLOCKED]	[40,43,BLOCKED]	[41,43,BLOCKED]	[42,43,BLOCKED]	[43,43,BLOCKED]	[44,43,BLOCKED]
[0,44,NORMAL]	[1,44,NORMAL]	[2,44,NORMAL]	[3,44,NORMAL]	[4,44,NORMAL]	[5,44,NORMAL]	[6,44,NORMAL]	[7,44,NORMAL]	[8,44,NORMAL]	[9,44,NORMAL]	[10,44,NORMAL]	[11,44,NORMAL]	[12,44,NORMAL]	[13,44,NORMAL]	[14,44,NORMAL]	[15,44,NORMAL]	[16,44,NORMAL]	[17,44,NORMAL]	[18,44,NORMAL]	[19,44,NORMAL]	[20,44,NORMAL]	[21,44,NORMAL]	[22,44,NORMAL]	[23,44,NORMAL]	[24,44,NORMAL]	[25,44,NORMAL]	[26,44,NORMAL]	[27,44,NORMAL]	[28,44,NORMAL]	[29,44,NORMAL]	[30,44,NORMAL]	[31,44,NORMAL]	[32,44,NORMAL]	[33,44,NORMAL]	[34,44,NORMAL]	[35,44,NORMAL]	[36,44,NORMAL]	[37,44,NORMAL]	[38,44,NORMAL]	[39,44,NORMAL]	[40,44,NORMAL]	[41,44,NORMAL]	[42,44,NORMAL]	[43,44,NORMAL]	[44,44,END]
